2.853800966057228942e-05 0.000000000000000000e+00 3.780964471770704039e-03 0.000000000000000000e+00 3.388854381500615992e-02 0.000000000000000000e+00 7.154174733185184043e-02 0.000000000000000000e+00 1.158394857328051281e-01 0.000000000000000000e+00 1.660806369527938753e-01 0.000000000000000000e+00
2.043049875195474389e-05 0.000000000000000000e+00 3.414333762041889524e-03 0.000000000000000000e+00 3.257388938802345535e-02 0.000000000000000000e+00 7.447167352975339605e-02 0.000000000000000000e+00 1.258225239799184436e-01 0.000000000000000000e+00 1.808715981658504945e-01 0.000000000000000000e+00
2.753795562295059774e-05 0.000000000000000000e+00 3.305441756676707511e-03 0.000000000000000000e+00 2.704753203054824709e-02 0.000000000000000000e+00 5.970207364856824211e-02 0.000000000000000000e+00 1.210633898544544312e-01 0.000000000000000000e+00 1.606001757476368252e-01 0.000000000000000000e+00
1.939942878178109253e-05 0.000000000000000000e+00 2.588332998855909055e-03 0.000000000000000000e+00 2.519557468383411269e-02 0.000000000000000000e+00 6.604635594173849378e-02 0.000000000000000000e+00 1.147511207384785958e-01 0.000000000000000000e+00 1.463479135260331576e-01 0.000000000000000000e+00
1.211050353323172146e-05 0.000000000000000000e+00 2.991957957550300719e-03 0.000000000000000000e+00 2.548916400602392954e-02 0.000000000000000000e+00 6.010305045090912068e-02 0.000000000000000000e+00 9.633930998690549974e-02 0.000000000000000000e+00 1.444252900534349071e-01 0.000000000000000000e+00
1.324271583240148018e-05 0.000000000000000000e+00 1.895088443822095245e-03 0.000000000000000000e+00 1.862809412718995083e-02 0.000000000000000000e+00 4.500256988936000152e-02 0.000000000000000000e+00 9.416347282525015794e-02 0.000000000000000000e+00 1.152996568963454010e-01 0.000000000000000000e+00
9.232374096948113578e-06 0.000000000000000000e+00 1.418565051600308114e-03 0.000000000000000000e+00 1.780267631679840687e-02 0.000000000000000000e+00 3.604662818181970235e-02 0.000000000000000000e+00 7.505428843750662493e-02 0.000000000000000000e+00 1.090450483305257512e-01 0.000000000000000000e+00
7.800154752318161306e-06 0.000000000000000000e+00 1.216877900786557430e-03 0.000000000000000000e+00 1.505172602790357493e-02 0.000000000000000000e+00 3.653533938999992819e-02 0.000000000000000000e+00 6.512616846203267418e-02 0.000000000000000000e+00 1.018530135054246805e-01 0.000000000000000000e+00
4.408685874286101506e-06 0.000000000000000000e+00 7.068631821362357385e-04 0.000000000000000000e+00 9.189326651851216499e-03 0.000000000000000000e+00 2.075887147289546056e-02 0.000000000000000000e+00 4.616747210340083757e-02 0.000000000000000000e+00 6.323532177581189795e-02 0.000000000000000000e+00
1.721673846984338006e-06 0.000000000000000000e+00 3.469040224578917044e-04 0.000000000000000000e+00 4.175328411369849495e-03 0.000000000000000000e+00 1.315517179873075537e-02 0.000000000000000000e+00 1.950934029897139280e-02 0.000000000000000000e+00 4.496008680534215041e-02 0.000000000000000000e+00
2.391666946539601665e-07 0.000000000000000000e+00 5.852130275574359567e-05 0.000000000000000000e+00 7.896710805020798647e-04 0.000000000000000000e+00 2.405637329740707795e-03 0.000000000000000000e+00 5.289663422646633840e-03 0.000000000000000000e+00 9.665728789194178924e-03 0.000000000000000000e+00
1.196558230072867360e-08 0.000000000000000000e+00 2.219886410944404210e-06 0.000000000000000000e+00 2.559111961668657746e-05 0.000000000000000000e+00 9.092069602720240294e-05 0.000000000000000000e+00 2.745700969613780766e-04 0.000000000000000000e+00 4.480218951448139029e-04 0.000000000000000000e+00
