1.666666666666666611e-04 0.000000000000000000e+00
2.933333333333333257e-04 0.000000000000000000e+00
9.600000000000000243e-04 0.000000000000000000e+00
1.566666666666666728e-03 0.000000000000000000e+00
1.773333333333333359e-03 0.000000000000000000e+00
3.139999999999999996e-03 0.000000000000000000e+00
4.233333333333333739e-03 0.000000000000000000e+00
5.166666666666666630e-03 0.000000000000000000e+00
5.879999999999999810e-03 0.000000000000000000e+00
6.199999999999999782e-03 0.000000000000000000e+00
6.406666666666666413e-03 0.000000000000000000e+00
6.973333333333333120e-03 0.000000000000000000e+00
6.973333333333333120e-03 0.000000000000000000e+00
7.793333333333333536e-03 0.000000000000000000e+00
8.399999999999999481e-03 0.000000000000000000e+00
9.773333333333333525e-03 0.000000000000000000e+00
1.920666666666666703e-02 0.000000000000000000e+00
2.682000000000000009e-02 0.000000000000000000e+00
3.675333333333333230e-02 0.000000000000000000e+00
4.541333333333333333e-02 0.000000000000000000e+00
8.239333333333333231e-02 0.000000000000000000e+00
1.305533333333333268e-01 0.000000000000000000e+00
2.502933333333333121e-01 0.000000000000000000e+00
3.385666666666666824e-01 0.000000000000000000e+00
3.901999999999999913e-01 0.000000000000000000e+00
3.978733333333333566e-01 0.000000000000000000e+00
