8.000000000000000167e-08 5.656288535780330771e-06 2.400000000000000315e-07 9.795019142400897738e-06 6.400000000000000134e-07 1.598719487589989982e-05 2.720000000000000216e-06 3.287250522853407784e-05 6.311999999999999198e-05 1.576320576532578438e-04 2.527200000000000605e-04 3.275677053679131837e-04 6.355199999999999868e-04 5.268038815346750680e-04
0.000000000000000000e+00 0.000000000000000000e+00 2.400000000000000315e-07 9.795019142400896044e-06 3.999999999999999819e-07 1.264278450342328661e-05 3.040000000000000540e-06 3.473842828914400297e-05 6.096000000000000588e-05 1.553186350699747907e-04 2.569599999999999792e-04 3.597604180562391876e-04 6.273599999999999836e-04 5.781240614262650717e-04
8.000000000000000167e-08 5.656288535780330771e-06 1.600000000000000033e-07 7.998399839967994645e-06 5.600000000000000382e-07 1.495614923701953558e-05 1.920000000000000252e-06 2.764622216506263167e-05 6.615999999999998998e-05 2.937326239967225647e-04 2.748000000000000117e-04 5.387141728226573683e-04 6.632000000000000742e-04 8.530637490832674620e-04
8.000000000000000167e-08 5.656288535780330771e-06 3.200000000000000067e-07 1.130918211012626781e-05 7.199999999999999886e-07 1.874784254254339519e-05 2.160000000000000072e-06 2.931440601479075192e-05 6.375999999999999940e-05 2.173261659349835263e-04 2.832800000000000118e-04 7.625066829871065752e-04 7.101600000000000447e-04 1.118438542969616995e-03
0.000000000000000000e+00 0.000000000000000000e+00 1.440000000000000189e-06 7.460513655238491337e-05 6.400000000000000134e-07 1.598719487589989982e-05 3.519999999999999332e-06 6.082441615009550917e-05 6.992000000000000819e-05 4.382227670945452124e-04 3.240800000000000278e-04 1.055558692636273917e-03 7.618400000000000649e-04 1.291046015601303139e-03
0.000000000000000000e+00 0.000000000000000000e+00 2.400000000000000315e-07 9.795019142400897738e-06 7.200000000000000945e-07 1.695528236273286505e-05 3.919999999999999738e-06 1.604513434035377691e-04 8.552000000000000790e-05 6.288134298820278545e-04 3.380800000000000428e-04 1.134593281136460829e-03 8.087199999999999684e-04 1.581114784447985519e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.199999999999999886e-07 1.695528236273286505e-05 1.440000000000000189e-06 2.395676104985813539e-05 8.824000000000000897e-05 5.938802087963532261e-04 3.504000000000000062e-04 1.353125212240167876e-03 8.435200000000000553e-04 1.795004738043885989e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.800000000000000630e-07 1.599279837927058780e-05 5.919999999999999224e-06 1.482597504382089475e-04 7.992000000000000731e-05 6.529048886323335658e-04 3.275199999999999813e-04 1.181021019965351835e-03 9.283999999999999067e-04 2.071411460816030298e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.600000000000000382e-07 1.495614923701953389e-05 4.480000000000000305e-06 1.450376833791825208e-04 8.616000000000000178e-05 6.680123160541279106e-04 3.803200000000000179e-04 1.507929937894993957e-03 1.017520000000000056e-03 2.396974144541404953e-03
8.000000000000000167e-08 5.656288535780330771e-06 8.000000000000000167e-08 5.656288535780331618e-06 8.800000000000000449e-07 4.117311744330272999e-05 4.880000000000000711e-06 1.808651033228909303e-04 9.135999999999999265e-05 7.518971674371436459e-04 3.623999999999999726e-04 1.350292649761524865e-03 1.036320000000000080e-03 2.313651844509022077e-03
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000167e-08 5.656288535780330771e-06 1.600000000000000033e-07 7.998399839967992950e-06 1.839999999999999959e-06 5.024554109570322790e-05 9.775999999999998558e-05 8.900398768594586533e-04 4.185600000000000041e-04 1.660373309349436836e-03 1.112400000000000151e-03 2.571369720596398522e-03
0.000000000000000000e+00 0.000000000000000000e+00 4.800000000000000630e-07 2.399519951990398224e-05 1.199999999999999946e-06 7.396323410992786465e-05 7.199999999999999886e-07 1.695528236273286166e-05 7.343999999999998804e-05 7.491745900656266973e-04 3.727199999999999958e-04 1.459158593710772715e-03 1.184559999999999867e-03 2.793716092662244972e-03
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000033e-07 7.998399839967992950e-06 3.200000000000000067e-07 1.130918211012626781e-05 2.399999999999999891e-06 9.360683735710762779e-05 8.735999999999999029e-05 6.764970291139496116e-04 4.462400000000000372e-04 1.690473857354795077e-03 1.114959999999999909e-03 2.698781984229182019e-03
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000167e-08 5.656288535780331618e-06 2.319999999999999810e-06 1.146587004984793846e-04 4.879999999999999864e-06 1.685947377589229283e-04 8.728000000000000461e-05 8.195402379383210680e-04 4.448800000000000367e-04 1.711028283109312107e-03 1.172239999999999957e-03 2.897706227760156981e-03
0.000000000000000000e+00 0.000000000000000000e+00 1.600000000000000033e-07 7.998399839967992950e-06 6.400000000000000134e-07 1.598719487589990321e-05 2.000000000000000333e-06 3.872983346207417913e-05 1.073599999999999885e-04 8.367901949712364378e-04 4.493599999999999938e-04 1.810837262262956614e-03 1.189920000000000127e-03 2.785383706709005768e-03
0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000167e-08 5.656288535780330771e-06 3.200000000000000067e-07 1.130918211012626612e-05 2.960000000000000035e-06 9.612095713214678151e-05 9.655999999999999707e-05 8.280991283656806076e-04 4.549599999999999673e-04 1.897624672689517686e-03 1.192960000000000071e-03 2.897482776204200142e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.999999999999999819e-07 2.332037735543745913e-05 1.599999999999999928e-06 7.242540990564015038e-05 8.264000000000000837e-05 6.822921884354239816e-04 4.589600000000000103e-04 1.851929728256447539e-03 1.299840000000000023e-03 3.082557375686622962e-03
0.000000000000000000e+00 0.000000000000000000e+00 9.600000000000001260e-07 6.247462204767629298e-05 1.680000000000000220e-06 8.596032573228188311e-05 2.560000000000000054e-06 1.534452553844529977e-04 7.712000000000000701e-05 6.798150524958975578e-04 4.412000000000000990e-04 1.677960237907918884e-03 1.284560000000000129e-03 3.115645937265657667e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.720000000000000216e-06 1.220844035903030558e-04 8.287999999999999252e-05 6.779106914631159242e-04 4.422399999999999400e-04 1.821614608637073945e-03 1.400159999999999903e-03 3.432158500768867603e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.200000000000000945e-07 4.560133331384071999e-05 1.216000000000000216e-05 4.596826453108709227e-04 1.059200000000000159e-04 8.707772123798371202e-04 4.761600000000000489e-04 2.035373099556933921e-03 1.339599999999999819e-03 3.302672832722005920e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.999999999999999909e-06 1.126942766958464402e-04 5.199999999999999341e-06 2.104589271093056232e-04 9.696000000000000679e-05 8.687316952891726727e-04 4.874399999999999545e-04 1.966406429607063869e-03 1.505839999999999826e-03 3.759148559767224677e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.040000000000000117e-06 1.256931119831154525e-04 3.200000000000000067e-07 1.130918211012626612e-05 1.014400000000000181e-04 9.563001236013723982e-04 5.064800000000000161e-04 2.157143947352609809e-03 1.527520000000000093e-03 3.866367112626528657e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.799999999999999571e-07 3.393773121468198124e-05 3.039999999999999693e-06 1.470467898323523411e-04 9.775999999999999913e-05 9.013295637002038951e-04 4.790400000000000214e-04 1.996002173946711828e-03 1.482479999999999996e-03 3.886655766800038974e-03
0.000000000000000000e+00 0.000000000000000000e+00 9.599999999999999142e-07 4.799039903980796448e-05 0.000000000000000000e+00 0.000000000000000000e+00 3.360000000000000441e-06 1.648899948450481513e-04 8.735999999999999029e-05 8.937383456023355278e-04 5.188000000000000337e-04 2.288167511350512953e-03 1.575440000000000000e-03 4.199314802012347157e-03
