4.511999999999999518e-03 2.021403446453313296e-02
1.586133333333333492e-02 3.522653504895926352e-02
3.856000000000000399e-02 4.670675611372156200e-02
5.474533333333333335e-02 4.505830827815097972e-02
7.289066666666665917e-02 3.945659276836874230e-02
1.446466666666666734e-01 3.086485307847026613e-02
2.985773333333333057e-01 1.936632867174938391e-02
3.303013333333333357e-01 2.142913588759212673e-02
3.661679999999999935e-01 2.256885263661698171e-02
3.775893333333333324e-01 2.449134580939878875e-02
3.770026666666666526e-01 2.852708641897303346e-02
3.770226666666666726e-01 2.845301658680304130e-02
3.777546666666666830e-01 2.666910468855092711e-02
3.733320000000000527e-01 2.605267310661230767e-02
3.590786666666666016e-01 2.779103833172764937e-02
3.417506666666666471e-01 2.921630537141128164e-02
3.271479999999999944e-01 3.095115661812979785e-02
3.131079999999999974e-01 2.942969593228354427e-02
2.853453333333333397e-01 2.945743955079749982e-02
2.311479999999999924e-01 2.715684252633211032e-02
1.439466666666666672e-01 2.031911634124104402e-02
5.259466666666666457e-02 1.206553099628119262e-02
1.835600000000000079e-02 6.888245833785744746e-03
5.641333333333333269e-03 3.940646083519243510e-03
