2.071111111111111189e-04 0.000000000000000000e+00
4.079999999999999968e-04 0.000000000000000000e+00
1.024444444444444361e-03 0.000000000000000000e+00
1.425333333333333357e-03 0.000000000000000000e+00
2.007555555555555395e-03 0.000000000000000000e+00
3.015111111111111204e-03 0.000000000000000000e+00
3.998666666666666862e-03 0.000000000000000000e+00
4.923555555555555151e-03 0.000000000000000000e+00
5.558666666666666617e-03 0.000000000000000000e+00
6.013777777777777611e-03 0.000000000000000000e+00
6.499111111111110888e-03 0.000000000000000000e+00
7.074666666666666603e-03 0.000000000000000000e+00
7.118222222222221965e-03 0.000000000000000000e+00
7.495555555555555652e-03 0.000000000000000000e+00
8.497777777777777708e-03 0.000000000000000000e+00
9.862666666666667151e-03 0.000000000000000000e+00
1.915911111111110940e-02 0.000000000000000000e+00
2.838933333333333239e-02 0.000000000000000000e+00
3.733511111111111058e-02 0.000000000000000000e+00
4.572711111111111421e-02 0.000000000000000000e+00
8.379066666666666607e-02 0.000000000000000000e+00
1.433253333333333324e-01 0.000000000000000000e+00
2.743177777777777715e-01 0.000000000000000000e+00
4.021711111111110903e-01 0.000000000000000000e+00
4.767315555555555751e-01 0.000000000000000000e+00
4.871684444444444595e-01 0.000000000000000000e+00
